"filename", "language", "JSON with Comments", "JavaScript", "Markdown", "JSON", "PostCSS", "comment", "blank", "total"
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\admin\verification\route.js", "JavaScript", 0, 128, 0, 0, 0, 11, 23, 162
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\analytics\track\route.js", "JavaScript", 0, 22, 0, 0, 0, 3, 3, 28
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\[...nextauth]\route.js", "JavaScript", 0, 4, 0, 0, 0, 1, 2, 7
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\check-username\route.js", "JavaScript", 0, 304, 0, 0, 0, 34, 54, 392
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\forgot-password\route.js", "JavaScript", 0, 93, 0, 0, 0, 10, 18, 121
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\reset-password\route.js", "JavaScript", 0, 126, 0, 0, 0, 14, 25, 165
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\send-otp\route.js", "JavaScript", 0, 196, 0, 0, 0, 20, 31, 247
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\signup\route.js", "JavaScript", 0, 624, 0, 0, 0, 71, 107, 802
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\signup\test.js", "JavaScript", 0, 19, 0, 0, 0, 1, 2, 22
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\update-session\route.js", "JavaScript", 0, 43, 0, 0, 0, 4, 8, 55
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\verify-otp\route.js", "JavaScript", 0, 66, 0, 0, 0, 7, 13, 86
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\auth\verify-phone-firebase\route.js", "JavaScript", 0, 94, 0, 0, 0, 9, 18, 121
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\contact\route.js", "JavaScript", 0, 133, 0, 0, 0, 12, 16, 161
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\cron\automated-messages\route.js", "JavaScript", 0, 31, 0, 0, 0, 5, 8, 44
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\cron\cleanup\route.js", "JavaScript", 0, 99, 0, 0, 0, 8, 16, 123
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\cron\notifications\route.js", "JavaScript", 0, 33, 0, 0, 0, 10, 10, 53
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\dashboard\recent-jobs\route.js", "JavaScript", 0, 115, 0, 0, 0, 10, 21, 146
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\dashboard\stats\route.js", "JavaScript", 0, 557, 0, 0, 0, 37, 54, 648
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\disputes\[disputeId]\route.js", "JavaScript", 0, 269, 0, 0, 0, 17, 44, 330
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\disputes\route.js", "JavaScript", 0, 358, 0, 0, 0, 26, 54, 438
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\fixer\applications\route.js", "JavaScript", 0, 101, 0, 0, 0, 9, 15, 125
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\applications\route.js", "JavaScript", 0, 218, 0, 0, 0, 19, 31, 268
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\applications\withdraw\route.js", "JavaScript", 0, 47, 0, 0, 0, 4, 10, 61
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\apply\route.js", "JavaScript", 0, 434, 0, 0, 0, 27, 58, 519
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\comments\[commentId]\edit\route.js", "JavaScript", 0, 251, 0, 0, 0, 11, 35, 297
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\comments\[commentId]\like\route.js", "JavaScript", 0, 218, 0, 0, 0, 11, 30, 259
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\comments\[commentId]\react\route.js", "JavaScript", 0, 231, 0, 0, 0, 11, 31, 273
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\comments\route.js", "JavaScript", 0, 501, 0, 0, 0, 23, 74, 598
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\comments\stream\route.js", "JavaScript", 0, 108, 0, 0, 0, 8, 13, 129
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\like\route.js", "JavaScript", 0, 141, 0, 0, 0, 5, 22, 168
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\messages\route.js", "JavaScript", 0, 172, 0, 0, 0, 12, 31, 215
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\rating\route.js", "JavaScript", 0, 102, 0, 0, 0, 10, 19, 131
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\review\route.js", "JavaScript", 0, 164, 0, 0, 0, 11, 25, 200
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\reviews\status\route.js", "JavaScript", 0, 75, 0, 0, 0, 5, 12, 92
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\route.js", "JavaScript", 0, 627, 0, 0, 0, 53, 115, 795
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\status\route.js", "JavaScript", 0, 368, 0, 0, 0, 25, 54, 447
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\[jobId]\view\route.js", "JavaScript", 0, 112, 0, 0, 0, 6, 17, 135
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\browse\route-fixed.js", "JavaScript", 0, 267, 0, 0, 0, 19, 31, 317
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\browse\route.js", "JavaScript", 0, 267, 0, 0, 0, 19, 31, 317
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\drafts\[draftId]\route.js", "JavaScript", 0, 83, 0, 0, 0, 4, 12, 99
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\drafts\route.js", "JavaScript", 0, 260, 0, 0, 0, 15, 39, 314
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\post\route.js", "JavaScript", 0, 462, 0, 0, 0, 41, 57, 560
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\stats\route.js", "JavaScript", 0, 129, 0, 0, 0, 14, 19, 162
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\jobs\upload-media\route.js", "JavaScript", 0, 219, 0, 0, 0, 14, 32, 265
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\location\cache\route.js", "JavaScript", 0, 159, 0, 0, 0, 9, 25, 193
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\location\reverse-geocode\route.js", "JavaScript", 0, 122, 0, 0, 0, 9, 21, 152
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\location\route.js", "JavaScript", 0, 255, 0, 0, 0, 18, 46, 319
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\messages\[jobId]\allowed\route.js", "JavaScript", 0, 57, 0, 0, 0, 3, 10, 70
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\messages\route.js", "JavaScript", 0, 254, 0, 0, 0, 22, 49, 325
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\reviews\[reviewId]\helpful\route.js", "JavaScript", 0, 48, 0, 0, 0, 5, 8, 61
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\reviews\route.js", "JavaScript", 0, 304, 0, 0, 0, 23, 48, 375
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\reviews\submit\route.js", "JavaScript", 0, 362, 0, 0, 0, 31, 54, 447
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\search\suggestions\route.js", "JavaScript", 0, 102, 0, 0, 0, 7, 16, 125
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\subscription\create-order\route.js", "JavaScript", 0, 146, 0, 0, 0, 7, 18, 171
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\subscription\fixer\route.js", "JavaScript", 0, 202, 0, 0, 0, 13, 36, 251
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\subscription\hirer\route.js", "JavaScript", 0, 218, 0, 0, 0, 14, 41, 273
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\subscription\verify-payment\route.js", "JavaScript", 0, 218, 0, 0, 0, 14, 26, 258
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\test\ably\route.js", "JavaScript", 0, 166, 0, 0, 0, 5, 19, 190
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\test\draft-functionality\route.js", "JavaScript", 0, 90, 0, 0, 0, 8, 14, 112
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\upload\route.js", "JavaScript", 0, 86, 0, 0, 0, 7, 11, 104
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\change-password\route.js", "JavaScript", 0, 84, 0, 0, 0, 11, 17, 112
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\check-email\route.js", "JavaScript", 0, 52, 0, 0, 0, 3, 10, 65
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\check-username\route.js", "JavaScript", 0, 57, 0, 0, 0, 3, 11, 71
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\earnings\route.js", "JavaScript", 0, 87, 0, 0, 0, 7, 14, 108
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\fixer-settings\route.js", "JavaScript", 0, 228, 0, 0, 0, 17, 32, 277
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\location\history\route.js", "JavaScript", 0, 103, 0, 0, 0, 4, 18, 125
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\location\route.js", "JavaScript", 0, 228, 0, 0, 0, 23, 45, 296
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\notifications\read\route.js", "JavaScript", 0, 72, 0, 0, 0, 7, 14, 93
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\notifications\route.js", "JavaScript", 0, 209, 0, 0, 0, 16, 35, 260
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\preferences\route.js", "JavaScript", 0, 32, 0, 0, 0, 1, 6, 39
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\privacy\route.js", "JavaScript", 0, 200, 0, 0, 0, 22, 38, 260
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\profile-photo\route.js", "JavaScript", 0, 149, 0, 0, 0, 12, 20, 181
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\profile\[username]\route.js", "JavaScript", 0, 76, 0, 0, 0, 9, 13, 98
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\profile\route.js", "JavaScript", 0, 355, 0, 0, 0, 26, 49, 430
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\profile\search\route.js", "JavaScript", 0, 132, 0, 0, 0, 13, 18, 163
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\push-subscription\route.js", "JavaScript", 0, 121, 0, 0, 0, 4, 20, 145
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\update-email\route.js", "JavaScript", 0, 106, 0, 0, 0, 9, 19, 134
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\update-phone\route.js", "JavaScript", 0, 113, 0, 0, 0, 10, 20, 143
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\update-username\route.js", "JavaScript", 0, 111, 0, 0, 0, 10, 20, 141
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\upload-photo\route.js", "JavaScript", 0, 70, 0, 0, 0, 84, 14, 168
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\user\verification\apply\route.js", "JavaScript", 0, 146, 0, 0, 0, 17, 23, 186
"c:\Users\Blessan Corley\My Projects\Fixly old\app\api\validate-content\route.js", "JavaScript", 0, 66, 0, 0, 0, 4, 11, 81
"c:\Users\Blessan Corley\My Projects\Fixly old\app\auth\error\page.js", "JavaScript", 0, 192, 0, 0, 0, 0, 15, 207
"c:\Users\Blessan Corley\My Projects\Fixly old\app\auth\forgot-password\page.js", "JavaScript", 0, 565, 0, 0, 0, 12, 49, 626
"c:\Users\Blessan Corley\My Projects\Fixly old\app\auth\reset-password\page.js", "JavaScript", 0, 252, 0, 0, 0, 1, 24, 277
"c:\Users\Blessan Corley\My Projects\Fixly old\app\auth\signin\page.js", "JavaScript", 0, 328, 0, 0, 0, 10, 34, 372
"c:\Users\Blessan Corley\My Projects\Fixly old\app\auth\signup\page.js", "JavaScript", 0, 1651, 0, 0, 0, 109, 201, 1961
"c:\Users\Blessan Corley\My Projects\Fixly old\app\auth\verified\page.js", "JavaScript", 0, 161, 0, 0, 0, 1, 14, 176
"c:\Users\Blessan Corley\My Projects\Fixly old\app\auth\verify-account\page.js", "JavaScript", 0, 454, 0, 0, 0, 14, 36, 504
"c:\Users\Blessan Corley\My Projects\Fixly old\app\contact\page.js", "JavaScript", 0, 477, 0, 0, 0, 3, 31, 511
"c:\Users\Blessan Corley\My Projects\Fixly old\app\cookies\page.js", "JavaScript", 0, 313, 0, 0, 0, 0, 18, 331
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\admin\page.js", "JavaScript", 0, 805, 0, 0, 0, 8, 47, 860
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\applications\page.js", "JavaScript", 0, 339, 0, 0, 0, 0, 32, 371
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\browse-jobs\page.js", "JavaScript", 0, 570, 0, 0, 0, 23, 60, 653
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\disputes\[disputeId]\page.js", "JavaScript", 0, 757, 0, 0, 0, 2, 67, 826
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\disputes\page.js", "JavaScript", 0, 413, 0, 0, 0, 0, 32, 445
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\earnings\page.js", "JavaScript", 0, 477, 0, 0, 0, 5, 40, 522
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\find-fixers\page.js", "JavaScript", 0, 732, 0, 0, 0, 3, 63, 798
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\jobs\[jobId]\apply\error.js", "JavaScript", 0, 56, 0, 0, 0, 0, 7, 63
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\jobs\[jobId]\apply\page.js", "JavaScript", 0, 646, 0, 0, 0, 14, 52, 712
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\jobs\[jobId]\edit\page.js", "JavaScript", 0, 624, 0, 0, 0, 7, 55, 686
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\jobs\[jobId]\messages\page.js", "JavaScript", 0, 376, 0, 0, 0, 18, 41, 435
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\jobs\[jobId]\page.js", "JavaScript", 0, 2657, 0, 0, 0, 27, 216, 2900
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\jobs\page.js", "JavaScript", 0, 616, 0, 0, 0, 3, 63, 682
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\layout.js", "JavaScript", 0, 931, 0, 0, 0, 12, 66, 1009
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\messages\page.js", "JavaScript", 0, 639, 0, 0, 0, 27, 62, 728
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\notifications\page.js", "JavaScript", 0, 522, 0, 0, 0, 6, 46, 574
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\page.js", "JavaScript", 0, 758, 0, 0, 0, 3, 48, 809
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\post-job\page.js", "JavaScript", 0, 1629, 0, 0, 0, 50, 188, 1867
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\profile\page.js", "JavaScript", 0, 1025, 0, 0, 0, 20, 76, 1121
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\settings\page.js", "JavaScript", 0, 1487, 0, 0, 0, 27, 100, 1614
"c:\Users\Blessan Corley\My Projects\Fixly old\app\dashboard\subscription\page.js", "JavaScript", 0, 875, 0, 0, 0, 9, 65, 949
"c:\Users\Blessan Corley\My Projects\Fixly old\app\error.js", "JavaScript", 0, 102, 0, 0, 0, 5, 12, 119
"c:\Users\Blessan Corley\My Projects\Fixly old\app\globals.css", "PostCSS", 0, 0, 0, 0, 583, 67, 148, 798
"c:\Users\Blessan Corley\My Projects\Fixly old\app\help\page.js", "JavaScript", 0, 923, 0, 0, 0, 8, 35, 966
"c:\Users\Blessan Corley\My Projects\Fixly old\app\how-it-works\page.js", "JavaScript", 0, 397, 0, 0, 0, 0, 27, 424
"c:\Users\Blessan Corley\My Projects\Fixly old\app\jobs\[jobId]\dispute\page.js", "JavaScript", 0, 580, 0, 0, 0, 1, 52, 633
"c:\Users\Blessan Corley\My Projects\Fixly old\app\jobs\[jobId]\page.js", "JavaScript", 0, 739, 0, 0, 0, 5, 51, 795
"c:\Users\Blessan Corley\My Projects\Fixly old\app\jobs\[jobId]\review\page.js", "JavaScript", 0, 587, 0, 0, 0, 3, 54, 644
"c:\Users\Blessan Corley\My Projects\Fixly old\app\layout.js", "JavaScript", 0, 109, 0, 0, 0, 2, 5, 116
"c:\Users\Blessan Corley\My Projects\Fixly old\app\loading.js", "JavaScript", 0, 16, 0, 0, 0, 1, 2, 19
"c:\Users\Blessan Corley\My Projects\Fixly old\app\not-found.js", "JavaScript", 0, 93, 0, 0, 0, 1, 8, 102
"c:\Users\Blessan Corley\My Projects\Fixly old\app\page.js", "JavaScript", 0, 550, 0, 0, 0, 1, 30, 581
"c:\Users\Blessan Corley\My Projects\Fixly old\app\pricing\page.js", "JavaScript", 0, 364, 0, 0, 0, 2, 19, 385
"c:\Users\Blessan Corley\My Projects\Fixly old\app\privacy\page.js", "JavaScript", 0, 296, 0, 0, 0, 1, 14, 311
"c:\Users\Blessan Corley\My Projects\Fixly old\app\profile\[username]\reviews\page.js", "JavaScript", 0, 595, 0, 0, 0, 2, 53, 650
"c:\Users\Blessan Corley\My Projects\Fixly old\app\providers.js", "JavaScript", 0, 294, 0, 0, 0, 28, 49, 371
"c:\Users\Blessan Corley\My Projects\Fixly old\app\resources\page.js", "JavaScript", 0, 462, 0, 0, 0, 0, 28, 490
"c:\Users\Blessan Corley\My Projects\Fixly old\app\safety\page.js", "JavaScript", 0, 469, 0, 0, 0, 0, 27, 496
"c:\Users\Blessan Corley\My Projects\Fixly old\app\search\page.js", "JavaScript", 0, 586, 0, 0, 0, 17, 41, 644
"c:\Users\Blessan Corley\My Projects\Fixly old\app\services\page.js", "JavaScript", 0, 315, 0, 0, 0, 0, 20, 335
"c:\Users\Blessan Corley\My Projects\Fixly old\app\support\page.js", "JavaScript", 0, 460, 0, 0, 0, 0, 32, 492
"c:\Users\Blessan Corley\My Projects\Fixly old\app\terms\page.js", "JavaScript", 0, 315, 0, 0, 0, 1, 11, 327
"c:\Users\Blessan Corley\My Projects\Fixly old\app\test\enhanced-signup\page.js", "JavaScript", 0, 363, 0, 0, 0, 0, 32, 395
"c:\Users\Blessan Corley\My Projects\Fixly old\app\test\location-picker\page.js", "JavaScript", 0, 303, 0, 0, 0, 0, 29, 332
"c:\Users\Blessan Corley\My Projects\Fixly old\components\CookieConsent.js", "JavaScript", 0, 79, 0, 0, 0, 2, 10, 91
"c:\Users\Blessan Corley\My Projects\Fixly old\components\InstagramCommentsRealtime.js", "JavaScript", 0, 559, 0, 0, 0, 19, 47, 625
"c:\Users\Blessan Corley\My Projects\Fixly old\components\JobCardRectangular.js", "JavaScript", 0, 381, 0, 0, 0, 14, 48, 443
"c:\Users\Blessan Corley\My Projects\Fixly old\components\JobCommentButton.js", "JavaScript", 0, 33, 0, 0, 0, 0, 4, 37
"c:\Users\Blessan Corley\My Projects\Fixly old\components\LocationPicker\EnhancedLocationSelector.js", "JavaScript", 0, 983, 0, 0, 0, 72, 109, 1164
"c:\Users\Blessan Corley\My Projects\Fixly old\components\LocationPicker\LocationPickerErrorBoundary.js", "JavaScript", 0, 122, 0, 0, 0, 5, 18, 145
"c:\Users\Blessan Corley\My Projects\Fixly old\components\LocationPicker\locationUtils.js", "JavaScript", 0, 250, 0, 0, 0, 20, 42, 312
"c:\Users\Blessan Corley\My Projects\Fixly old\components\SkillSelector\SkillSelector.js", "JavaScript", 0, 562, 0, 0, 0, 26, 38, 626
"c:\Users\Blessan Corley\My Projects\Fixly old\components\admin\AdminDashboard.js", "JavaScript", 0, 579, 0, 0, 0, 4, 39, 622
"c:\Users\Blessan Corley\My Projects\Fixly old\components\auth\FirebasePhoneAuth.js", "JavaScript", 0, 219, 0, 0, 0, 10, 36, 265
"c:\Users\Blessan Corley\My Projects\Fixly old\components\dashboard\VerificationPrompt.js", "JavaScript", 0, 259, 0, 0, 0, 5, 21, 285
"c:\Users\Blessan Corley\My Projects\Fixly old\components\dynamic\DynamicComponents.js", "JavaScript", 0, 371, 0, 0, 0, 26, 30, 427
"c:\Users\Blessan Corley\My Projects\Fixly old\components\jobs\RealTimeJobApplications.js", "JavaScript", 0, 406, 0, 0, 0, 15, 57, 478
"c:\Users\Blessan Corley\My Projects\Fixly old\components\jobs\VirtualJobList.js", "JavaScript", 0, 577, 0, 0, 0, 40, 76, 693
"c:\Users\Blessan Corley\My Projects\Fixly old\components\messages\MessagingStatus.js", "JavaScript", 0, 180, 0, 0, 0, 2, 14, 196
"c:\Users\Blessan Corley\My Projects\Fixly old\components\messages\RealTimeMessaging.js", "JavaScript", 0, 331, 0, 0, 0, 15, 40, 386
"c:\Users\Blessan Corley\My Projects\Fixly old\components\providers\QueryProvider.js", "JavaScript", 0, 203, 0, 0, 0, 21, 32, 256
"c:\Users\Blessan Corley\My Projects\Fixly old\components\reviews\ReviewForm.js", "JavaScript", 0, 439, 0, 0, 0, 1, 30, 470
"c:\Users\Blessan Corley\My Projects\Fixly old\components\search\AdvancedSearch.js", "JavaScript", 0, 442, 0, 0, 0, 12, 44, 498
"c:\Users\Blessan Corley\My Projects\Fixly old\components\search\EnhancedAdvancedSearch.js", "JavaScript", 0, 637, 0, 0, 0, 19, 57, 713
"c:\Users\Blessan Corley\My Projects\Fixly old\components\settings\PrivacyControls.js", "JavaScript", 0, 356, 0, 0, 0, 2, 15, 373
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\ConfirmModal.js", "JavaScript", 0, 111, 0, 0, 0, 0, 8, 119
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\DarkModeManager.js", "JavaScript", 0, 303, 0, 0, 0, 14, 22, 339
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\ErrorBoundary.js", "JavaScript", 0, 176, 0, 0, 0, 4, 25, 205
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\GlobalLoading.js", "JavaScript", 0, 109, 0, 0, 0, 19, 15, 143
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\LoadingStates.js", "JavaScript", 0, 294, 0, 0, 0, 9, 30, 333
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\LocationPermission.js", "JavaScript", 0, 286, 0, 0, 0, 8, 29, 323
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\MobileNav.js", "JavaScript", 0, 283, 0, 0, 0, 6, 25, 314
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\NotificationCenter.js", "JavaScript", 0, 252, 0, 0, 0, 6, 25, 283
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\OnlineStatus.js", "JavaScript", 0, 370, 0, 0, 0, 13, 49, 432
"c:\Users\Blessan Corley\My Projects\Fixly old\components\ui\OptimizedImage.js", "JavaScript", 0, 298, 0, 0, 0, 6, 25, 329
